scen_id,demand_scenario,refining_scenario,year,demo_group,demo_cat,title,sum_num,sum_den,num_over_den,mortality_level_dem,mortality_delta_dem
BAU historic exports,BAU,historic exports,2025,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,19021.0831593286,84069.5141773729,0.22625422955576,1.23971485758698,-0.0972324602130919
BAU historic exports,BAU,historic exports,2025,hispanic,Race,Hispanic,2118189.34248926,8428074.2556147,0.251325424794181,128.505196215062,-14.1178599600146
BAU historic exports,BAU,historic exports,2025,non_dac,DAC,Non-DAC,2529253.86635265,19197950,0.131746038840223,186.235913411281,-14.2587840021293
BAU historic exports,BAU,historic exports,2025,nonh_other,Race,Other (Non-Hispanic),23742.4874854772,126860.720818522,0.187153969584025,1.57984648790196,-0.123349003449178
BAU historic exports,BAU,historic exports,2025,nonh_two_or_more,Race,Two or more races (Non-Hispanic),131993.644956267,848341.849081609,0.155590161087962,9.27290172211699,-0.595879174921732
BAU historic exports,BAU,historic exports,2025,total_above_poverty,Poverty,Above poverty line,3790207.46013268,20607103.8469401,0.183927226663415,258.267385118584,-24.0116844855426
BAU historic exports,BAU,historic exports,2025,total_below_poverty,Poverty,Below poverty line,772993.812251893,3495688.15305983,0.221127794701961,47.324335410308,-4.45600598308872
BAU historic exports,BAU,historic exports,2025,white,Race,white,1098490.70818387,9378258.40450366,0.117131631567792,83.696073516866,-5.50557010136001
BAU historic exports,BAU,historic exports,2026,aialnative,Race,American Indian or Alaska Native,10740.0028595331,96722.6985880788,0.111039115081688,0.755630804946467,-0.0433384531863157
BAU historic exports,BAU,historic exports,2026,asian,Race,Asian,686219.002568881,3847285.01356629,0.178364483044312,51.3862973360551,-5.63510211880521
BAU historic exports,BAU,historic exports,2026,black,Race,Black,459072.421623607,1293179.54364969,0.354995115626392,30.1901668697761,-3.01070454184573
BAU historic exports,BAU,historic exports,2026,dac,DAC,DAC,2006830.7424468,4904842,0.409152984427795,120.736155549596,-15.3360315412485
BAU historic exports,BAU,historic exports,2026,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,18766.0954386754,84069.5141773729,0.223221171459157,1.25497438258842,-0.105653933297925
BAU historic exports,BAU,historic exports,2026,hispanic,Race,Hispanic,2090960.23394128,8428074.2556147,0.24809466202179,130.088404846511,-15.2328379767087
BAU historic exports,BAU,historic exports,2026,non_dac,DAC,Non-DAC,2497261.74985391,19197950,0.130079604846034,188.813376134899,-15.3297798331815
BAU historic exports,BAU,historic exports,2026,nonh_other,Race,Other (Non-Hispanic),23430.5665095155,126860.720818522,0.184695202410474,1.60036108238556,-0.13106057527104
BAU historic exports,BAU,historic exports,2026,nonh_two_or_more,Race,Two or more races (Non-Hispanic),130279.456510873,848341.849081609,0.153569527015448,9.39651746579877,-0.635989598762165
BAU historic exports,BAU,historic exports,2026,total_above_poverty,Poverty,Above poverty line,3740949.6692035,20607103.8469401,0.181536896062131,261.630383941877,-25.885121994062
BAU historic exports,BAU,historic exports,2026,total_below_poverty,Poverty,Below poverty line,763142.823097206,3495688.15305983,0.218309754669968,47.9191477426188,-4.78068938036814
BAU historic exports,BAU,historic exports,2026,white,Race,white,1084624.71284835,9378258.40450366,0.115653105946354,84.8771788964336,-5.87112417655307
BAU historic exports,BAU,historic exports,2027,aialnative,Race,American Indian or Alaska Native,10611.4810351362,96722.6985880788,0.109710349173861,0.76687859864625,-0.0479911903846676
BAU historic exports,BAU,historic exports,2027,asian,Race,Asian,677076.218735333,3847285.01356629,0.17598805816253,52.11983627099,-6.21223060208516
BAU historic exports,BAU,historic exports,2027,black,Race,Black,452725.423959495,1293179.54364969,0.350087059590956,30.5755469246746,-3.29891731953413
BAU historic exports,BAU,historic exports,2027,dac,DAC,DAC,1979924.69327477,4904842,0.403667374662582,122.20154089355,-16.730103470654
BAU historic exports,BAU,historic exports,2027,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,18512.9051880909,84069.5141773729,0.22020949412211,1.27161949652281,-0.117412419178275
BAU historic exports,BAU,historic exports,2027,hispanic,Race,Hispanic,2063947.42920003,8428074.2556147,0.244889563926783,131.778154393338,-16.6447396435305
BAU historic exports,BAU,historic exports,2027,non_dac,DAC,Non-DAC,2465504.52756868,19197950,0.128425406231847,191.655734895405,-16.9303903737736
BAU historic exports,BAU,historic exports,2027,nonh_other,Race,Other (Non-Hispanic),23120.8245577318,126860.720818522,0.182253611744858,1.62298316208837,-0.143456125099406
BAU historic exports,BAU,historic exports,2027,nonh_two_or_more,Race,Two or more races (Non-Hispanic),128577.062327689,848341.849081609,0.151562795666491,9.53336370615235,-0.704442241118198
BAU historic exports,BAU,historic exports,2027,total_above_poverty,Poverty,Above poverty line,3692061.32239943,20607103.8469401,0.179164493459262,265.299407417954,-28.4332761358633
BAU historic exports,BAU,historic exports,2027,total_below_poverty,Poverty,Below poverty line,753367.898444024,3495688.15305983,0.215513474159469,48.5578683710001,-5.22721770856431
BAU historic exports,BAU,historic exports,2027,white,Race,white,1070857.87583996,9378258.40450366,0.114185153538285,86.1888932365426,-6.49130430349712
BAU historic exports,BAU,historic exports,2028,aialnative,Race,American Indian or Alaska Native,10497.3679771348,96722.6985880788,0.108530553121154,0.780798571464681,-0.0598194328631786
BAU historic exports,BAU,historic exports,2028,asian,Race,Asian,668883.99010929,3847285.01356629,0.173858704970043,53.0458152619408,-7.13644522175838
BAU historic exports,BAU,historic exports,2028,black,Race,Black,447018.329669633,1293179.54364969,0.345673833045665,31.0569702201446,-3.82831313012757
BAU historic exports,BAU,historic exports,2028,dac,DAC,DAC,1955812.54275449,4904842,0.398751385417612,124.073713747081,-18.8466412721102
BAU historic exports,BAU,historic exports,2028,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,18285.699012821,84069.5141773729,0.21750689523721,1.29218146827715,-0.139171248154004
BAU historic exports,BAU,historic exports,2028,hispanic,Race,Hispanic,2039817.26804728,8428074.2556147,0.242026494568243,133.91397096654,-18.8769283439037
BAU historic exports,BAU,historic exports,2028,non_dac,DAC,Non-DAC,2437152.90999473,19197950,0.126948601803564,195.190135528453,-20.1283066555998
BAU historic exports,BAU,historic exports,2028,nonh_other,Race,Other (Non-Hispanic),22843.2981706403,126860.720818522,0.180065965440306,1.65106285843265,-0.170406219314129
BAU historic exports,BAU,historic exports,2028,nonh_two_or_more,Race,Two or more races (Non-Hispanic),127052.973442264,848341.849081609,0.149766245269885,9.70265918048191,-0.861777484377951
BAU historic exports,BAU,historic exports,2028,total_above_poverty,Poverty,Above poverty line,3648325.4917177,20607103.8469401,0.177042126774134,269.903007987201,-32.9457617641152
BAU historic exports,BAU,historic exports,2028,total_below_poverty,Poverty,Below poverty line,744639.96103152,3495688.15305983,0.213016701841589,49.3608412883326,-6.02918616359486
BAU historic exports,BAU,historic exports,2028,white,Race,white,1058566.52632016,9378258.40450366,0.112874531779996,87.820390748251,-7.90208684721121
BAU historic exports,BAU,historic exports,2029,aialnative,Race,American Indian or Alaska Native,10387.27198858,96722.6985880788,0.107392288885747,0.794938774279689,-0.072693601772888
BAU historic exports,BAU,historic exports,2029,asian,Race,Asian,660656.594462746,3847285.01356629,0.171720211040549,53.9664274258423,-8.14358909251062
BAU historic exports,BAU,historic exports,2029,black,Race,Black,441236.483100071,1293179.54364969,0.341202801472397,31.5302224693529,-4.40545710723873
BAU historic exports,BAU,historic exports,2029,dac,DAC,DAC,1931491.54470359,4904842,0.393792816303479,125.930802626423,-21.1279339249877
BAU historic exports,BAU,historic exports,2029,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,18057.2469284914,84069.5141773729,0.214789476365875,1.31248477232639,-0.16301489080992
BAU historic exports,BAU,historic exports,2029,hispanic,Race,Hispanic,2015760.44832019,8428074.2556147,0.239172127248086,136.053497425638,-21.2827956208811
BAU historic exports,BAU,historic exports,2029,non_dac,DAC,Non-DAC,2409175.60739778,19197950,0.125491295028781,198.735576453186,-23.6189773726668
BAU historic exports,BAU,historic exports,2029,nonh_other,Race,Other (Non-Hispanic),22566.3254964827,126860.720818522,0.177882683866856,1.67899048421845,-0.199787067780382
BAU historic exports,BAU,historic exports,2029,nonh_two_or_more,Race,Two or more races (Non-Hispanic),125539.346754976,848341.849081609,0.147982027399545,9.87150434614197,-1.03424718534149
BAU historic exports,BAU,historic exports,2029,total_above_poverty,Poverty,Above poverty line,3604687.25647687,20607103.8469401,0.174924496098569,274.498634564726,-37.8512449361946
BAU historic exports,BAU,historic exports,2029,total_below_poverty,Poverty,Below poverty line,735979.895624526,3495688.15305983,0.210539345444848,50.1677445148812,-6.89566636145986
BAU historic exports,BAU,historic exports,2029,white,Race,white,1046463.43504984,9378258.40450366,0.111583983924703,89.4583133818094,-9.44532673131932
BAU historic exports,BAU,historic exports,2030,aialnative,Race,American Indian or Alaska Native,10333.1087860657,96722.6985880788,0.106832304483896,0.812527062847557,-0.0855064104082294
BAU historic exports,BAU,historic exports,2030,asian,Race,Asian,657956.344790644,3847285.01356629,0.171018352544862,55.353230361838,-8.88001964742978
BAU historic exports,BAU,historic exports,2030,black,Race,Black,443067.85379809,1293179.54364969,0.342618978140991,32.5349535973031,-4.55400844735699
BAU historic exports,BAU,historic exports,2030,dac,DAC,DAC,1932401.34175303,4904842,0.393978305876729,129.374808477414,-22.2116731805087
BAU historic exports,BAU,historic exports,2030,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,17974.0596545257,84069.5141773729,0.213799970541086,1.34203215538154,-0.182192951194016
BAU historic exports,BAU,historic exports,2030,hispanic,Race,Hispanic,2011596.78629723,8428074.2556147,0.238678104308007,139.42769937969,-22.9120710639272
BAU historic exports,BAU,historic exports,2030,non_dac,DAC,Non-DAC,2400355.21420051,19197950,0.12503185049448,203.935321530918,-26.2413164996694
BAU historic exports,BAU,historic exports,2030,nonh_other,Race,Other (Non-Hispanic),22653.7109421665,126860.720818522,0.178571513672646,1.73400432165192,-0.208286485327518
BAU historic exports,BAU,historic exports,2030,nonh_two_or_more,Race,Two or more races (Non-Hispanic),125425.931324874,848341.849081609,0.147848336682502,10.1490758752851,-1.13657247077501
BAU historic exports,BAU,historic exports,2030,total_above_poverty,Poverty,Above poverty line,3597622.2343367,20607103.8469401,0.174581652087462,281.847371573453,-40.9987575176005
BAU historic exports,BAU,historic exports,2030,total_below_poverty,Poverty,Below poverty line,735134.321616835,3495688.15305983,0.210297454872615,51.4627584348804,-7.45423216257757
BAU historic exports,BAU,historic exports,2030,white,Race,white,1043748.76035994,9378258.40450366,0.111294519231706,91.9566072543344,-10.4943322037591
BAU historic exports,BAU,historic exports,2031,aialnative,Race,American Indian or Alaska Native,10245.445994126,96722.6985880788,0.105925973361839,0.828977322316483,-0.098674906945892
BAU historic exports,BAU,historic exports,2031,asian,Race,Asian,651256.557849211,3847285.01356629,0.169276920101514,56.4551894810851,-9.88231598683479
BAU historic exports,BAU,historic exports,2031,black,Race,Black,438229.553515938,1293179.54364969,0.33887757942655,33.1033936529088,-5.11622970210555
BAU historic exports,BAU,historic exports,2031,dac,DAC,DAC,1911223.4759637,4904842,0.389660559089101,131.51083564215,-24.5179649431812
BAU historic exports,BAU,historic exports,2031,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,17796.0430446858,84069.5141773729,0.211682477516631,1.36687697695985,-0.205041908939411
BAU historic exports,BAU,historic exports,2031,hispanic,Race,Hispanic,1990804.13929126,8428074.2556147,0.236211034562849,141.873410940662,-25.3723775039462
BAU historic exports,BAU,historic exports,2031,non_dac,DAC,Non-DAC,2377854.50010003,19197950,0.123859813162344,208.142299064113,-29.7422742733
BAU historic exports,BAU,historic exports,2031,nonh_other,Race,Other (Non-Hispanic),22422.0957619486,126860.720818522,0.176745769827558,1.76731079421544,-0.237463913518615
BAU historic exports,BAU,historic exports,2031,nonh_two_or_more,Race,Two or more races (Non-Hispanic),124228.004739751,848341.849081609,0.146436256650827,10.353422129435,-1.30564836073278
BAU historic exports,BAU,historic exports,2031,total_above_poverty,Poverty,Above poverty line,3561338.1075488,20607103.8469401,0.17282089390148,287.260155552964,-45.9217315007722
BAU historic exports,BAU,historic exports,2031,total_below_poverty,Poverty,Below poverty line,727739.868514928,3495688.15305983,0.20818214802082,52.3929791532974,-8.3385077157089
BAU historic exports,BAU,historic exports,2031,white,Race,white,1034096.1358668,9378258.40450366,0.110265263683735,93.9045534086792,-12.0424869334579
BAU historic exports,BAU,historic exports,2032,aialnative,Race,American Indian or Alaska Native,10163.1279797668,96722.6985880788,0.105074901012112,0.849099343516354,-0.108543435210759
BAU historic exports,BAU,historic exports,2032,asian,Race,Asian,645930.057103525,3847285.01356629,0.167892437088973,57.9239378421763,-10.6913607615986
BAU historic exports,BAU,historic exports,2032,black,Race,Black,434599.937577997,1293179.54364969,0.336070841602893,33.8708059051049,-5.54828844718727
BAU historic exports,BAU,historic exports,2032,dac,DAC,DAC,1895465.61606688,4904842,0.386447844001271,134.404687762286,-26.3445770039436
BAU historic exports,BAU,historic exports,2032,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,17650.5858040014,84069.5141773729,0.20995227552715,1.39922479357474,-0.22259779593383
BAU historic exports,BAU,historic exports,2032,hispanic,Race,Hispanic,1974527.61588776,8428074.2556147,0.234279807700122,145.093571985582,-27.3203117411912
BAU historic exports,BAU,historic exports,2032,non_dac,DAC,Non-DAC,2358566.15399967,19197950,0.122855104529373,213.572584089428,-32.4749723633759
BAU historic exports,BAU,historic exports,2032,nonh_other,Race,Other (Non-Hispanic),22237.7746715456,126860.720818522,0.175292829238747,1.81112500268948,-0.259684087462655
BAU historic exports,BAU,historic exports,2032,nonh_two_or_more,Race,Two or more races (Non-Hispanic),123214.778995672,848341.849081609,0.145241896446652,10.6172646136124,-1.43401612928448
BAU historic exports,BAU,historic exports,2032,total_above_poverty,Poverty,Above poverty line,3532232.75876488,20607103.8469401,0.171408499952281,294.376035847982,-49.7937986491185
BAU historic exports,BAU,historic exports,2032,total_below_poverty,Poverty,Below poverty line,721799.011301649,3495688.15305983,0.206482666558756,53.601236003733,-9.0257507182014
BAU historic exports,BAU,historic exports,2032,white,Race,white,1025707.89204628,9378258.40450366,0.109370828548903,96.4122423654576,-13.2347469694509
BAU historic exports,BAU,historic exports,2033,aialnative,Race,American Indian or Alaska Native,10049.6536927504,96722.6985880788,0.103901709107081,0.865654485597152,-0.121665088411644
BAU historic exports,BAU,historic exports,2033,asian,Race,Asian,638601.752778258,3847285.01356629,0.165987638172483,59.1722526316564,-11.7271160580833
BAU historic exports,BAU,historic exports,2033,black,Race,Black,429604.948780926,1293179.54364969,0.332208277567141,34.5132312396194,-6.11417146864492
BAU historic exports,BAU,historic exports,2033,dac,DAC,DAC,1873796.79942262,4904842,0.382030002071958,136.834924927382,-28.6915072578945
BAU historic exports,BAU,historic exports,2033,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,17450.4432237397,84069.5141773729,0.207571595892919,1.42591082996115,-0.245586369061482
BAU historic exports,BAU,historic exports,2033,hispanic,Race,Hispanic,1952127.30137966,8428074.2556147,0.231621986491063,147.792989622602,-29.8255874364247
BAU historic exports,BAU,historic exports,2033,non_dac,DAC,Non-DAC,2331984.70138758,19197950,0.121470506037758,218.121346501152,-36.0378075484089
BAU historic exports,BAU,historic exports,2033,nonh_other,Race,Other (Non-Hispanic),21983.8737390076,126860.720818522,0.173291414372902,1.84772168861539,-0.289029044325908
BAU historic exports,BAU,historic exports,2033,nonh_two_or_more,Race,Two or more races (Non-Hispanic),121818.782670555,848341.849081609,0.143596337729221,10.8365600234206,-1.60394709443984
BAU historic exports,BAU,historic exports,2033,total_above_poverty,Poverty,Above poverty line,3492162.86424218,20607103.8469401,0.169464029985986,300.348385559766,-54.8105174170842
BAU historic exports,BAU,historic exports,2033,total_below_poverty,Poverty,Below poverty line,713618.63656803,3495688.15305983,0.204142533693513,54.6078858687667,-9.91879738921932
BAU historic exports,BAU,historic exports,2033,white,Race,white,1014144.74454531,9378258.40450366,0.108137854685076,98.501950907063,-14.8022122469118
BAU historic exports,BAU,historic exports,2034,aialnative,Race,American Indian or Alaska Native,9949.24767733844,96722.6985880788,0.102863627903003,0.881519730614676,-0.134165012933163
BAU historic exports,BAU,historic exports,2034,asian,Race,Asian,632121.13749322,3847285.01356629,0.164303173605344,60.3886997523838,-12.7182032903541
BAU historic exports,BAU,historic exports,2034,black,Race,Black,425186.682306282,1293179.54364969,0.328791685883225,35.1399869165179,-6.65320558547942
BAU historic exports,BAU,historic exports,2034,dac,DAC,DAC,1854638.74626075,4904842,0.378124055017623,139.21729023181,-30.9254432834995
BAU historic exports,BAU,historic exports,2034,hawaiian_pacisl,Race,Hawaiian or Other Pacific Islander,17273.4085835132,84069.5141773729,0.205465783316757,1.45180430409249,-0.267498730056229
BAU historic exports,BAU,historic exports,2034,hispanic,Race,Hispanic,1932321.15480794,8428074.2556147,0.229271966074652,150.432056769324,-32.2113610070184
BAU historic exports,BAU,historic exports,2034,non_dac,DAC,Non-DAC,2308469.547686,19197950,0.12024562766785,222.514472116906,-39.4433578206617
BAU historic exports,BAU,historic exports,2034,nonh_other,Race,Other (Non-Hispanic),21759.2378371639,126860.720818522,0.171520685810158,1.88289796743604,-0.317040898467155
BAU historic exports,BAU,historic exports,2034,nonh_two_or_more,Race,Two or more races (Non-Hispanic),120583.560189264,848341.849081609,0.142140294410566,11.0476354627391,-1.76620832065084
BAU historic exports,BAU,historic exports,2034,total_above_poverty,Poverty,Above poverty line,3456724.25260505,20607103.8469401,0.167744302075633,306.143520067888,-59.5997933423352
BAU historic exports,BAU,historic exports,2034,total_below_poverty,Poverty,Below poverty line,706384.041341695,3495688.15305983,0.202072956857832,55.5882422808298,-10.7690077618262
BAU historic exports,BAU,historic exports,2034,white,Race,white,1003913.86505203,9378258.40450366,0.107046940034188,100.507161445609,-16.3011182592021
