demo_group,demo_cat,scen_id,demand_scenario,refining_scenario,product_scenario,title,ghg_perc_diff,metric,segment,unit_desc,metric_desc,seg_title,scenario,demand_title,scen_title,demo_grp_metric,cuf_05,cuf_06,cuf_07,diff_06_minus_05,diff_07_minus_06,pct_diff_06_minus_05,pct_diff_07_minus_06,has_differences
aialnative,Race,BAU historical production,BAU,historical production,changing prices,American Indian or Alaska Native,0.00549319314029759,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",aialnative_forgone_wages_h,0,0,0,0,0,,,zero
aialnative,Race,BAU historical production,BAU,historical production,changing prices,American Indian or Alaska Native,0.00549319314029759,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",aialnative_forgone_wages_l,0,0,0,0,0,,,zero
aialnative,Race,BAU low exports,BAU,low exports,"",American Indian or Alaska Native,-0.304254909976136,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,BAU demand - low exports,BAU demand,"BAU demand
Low exports",aialnative_sum_cost_2019_pv,288.878383847359,288.241641113929,287.942877073759,-0.636742733429969,-0.298764040169999,-0.22041896141541,-0.103650547858181,non_zero
aialnative,Race,BAU low exports,BAU,low exports,"",American Indian or Alaska Native,-0.304254909976136,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,BAU demand - low exports,BAU demand,"BAU demand
Low exports",aialnative_sum_cost_pv,316.384068472439,315.669892466642,315.373626261104,-0.714176005797015,-0.296266205538018,-0.225730710539626,-0.0938531714960195,non_zero
aialnative,Race,BAU low exports,BAU,low exports,2020 prices,American Indian or Alaska Native,-0.304254909976136,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",aialnative_forgone_wages_h,-97.2484542884,-97.8932684455132,-98.4165083449594,-0.644814157113203,-0.523239899446196,-0.663058515255103,-0.534500387774291,non_zero
aialnative,Race,BAU low exports,BAU,low exports,2020 prices,American Indian or Alaska Native,-0.304254909976136,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",aialnative_forgone_wages_l,-7.26300671277601,-7.02183554668398,-6.6011092260591,0.24117116609203,0.42072632062488,3.32054169339809,5.99168576119054,non_zero
aialnative,Race,BAU low exports,BAU,low exports,changing prices,American Indian or Alaska Native,-0.304254909976136,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",aialnative_forgone_wages_h,-125.112922778289,-126.008657338316,-126.614391267144,-0.895734560026995,-0.605733928828002,-0.715940879755734,-0.480708184360452,non_zero
aialnative,Race,BAU low exports,BAU,low exports,changing prices,American Indian or Alaska Native,-0.304254909976136,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",aialnative_forgone_wages_l,-10.2388350033993,-9.91689963209429,-9.39955852686712,0.32193537130501,0.517341105227171,3.14425783009617,5.21676254091438,non_zero
aialnative,Race,LC1 historical exports,LC1,historical exports,"",American Indian or Alaska Native,-0.550668351511017,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical exports,Low demand,"Low demand
Historical exports",aialnative_sum_cost_2019_pv,380.870292184959,376.691039431549,374.395247570922,-4.17925275341003,-2.29579186062699,-1.0972902951907,-0.609462827703969,non_zero
aialnative,Race,LC1 historical exports,LC1,historical exports,"",American Indian or Alaska Native,-0.550668351511017,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical exports,Low demand,"Low demand
Historical exports",aialnative_sum_cost_pv,421.70845587302,416.952215046724,414.390630321783,-4.75624082629599,-2.56158472494099,-1.1278504758577,-0.614359303656399,non_zero
aialnative,Race,LC1 historical exports,LC1,historical exports,2020 prices,American Indian or Alaska Native,-0.550668351511017,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",aialnative_forgone_wages_h,-132.034193249337,-134.081328846102,-135.800269285856,-2.047135596765,-1.71894043975399,-1.5504586701258,-1.28201327846846,non_zero
aialnative,Race,LC1 historical exports,LC1,historical exports,2020 prices,American Indian or Alaska Native,-0.550668351511017,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",aialnative_forgone_wages_l,-11.9959015017391,-11.4361647174965,-11.2257085727241,0.559736784242601,0.210456144772399,4.66606685759676,1.84026856880101,non_zero
aialnative,Race,LC1 historical exports,LC1,historical exports,changing prices,American Indian or Alaska Native,-0.550668351511017,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",aialnative_forgone_wages_h,-176.033487095596,-178.917468591285,-181.214611551362,-2.883981495689,-2.297142960077,-1.63831413174406,-1.28391206189293,non_zero
aialnative,Race,LC1 historical exports,LC1,historical exports,changing prices,American Indian or Alaska Native,-0.550668351511017,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",aialnative_forgone_wages_l,-17.3127330806164,-16.5742777569414,-16.3649775997418,0.738455323675002,0.2093001571996,4.26538848740057,1.26280107205241,non_zero
aialnative,Race,LC1 historical production,LC1,historical production,"",American Indian or Alaska Native,0.00820535705280947,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical production,Low demand,"Low demand
Historical production",aialnative_sum_cost_2019_pv,-1.38669142810493,-1.38669142810493,-1.38669142810493,0,0,0,0,zero
aialnative,Race,LC1 historical production,LC1,historical production,"",American Indian or Alaska Native,0.00820535705280947,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical production,Low demand,"Low demand
Historical production",aialnative_sum_cost_pv,-1.57974289308687,-1.57974289308687,-1.57974289308687,0,0,0,0,zero
aialnative,Race,LC1 historical production,LC1,historical production,2020 prices,American Indian or Alaska Native,0.00820535705280947,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",aialnative_forgone_wages_h,-2.05724052303663,-2.05724052303663,-2.05724052303663,0,0,0,0,zero
aialnative,Race,LC1 historical production,LC1,historical production,2020 prices,American Indian or Alaska Native,0.00820535705280947,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",aialnative_forgone_wages_l,-0.172540104007724,-0.172540104007724,-0.172540104007724,0,0,0,0,zero
aialnative,Race,LC1 historical production,LC1,historical production,changing prices,American Indian or Alaska Native,0.00820535705280947,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",aialnative_forgone_wages_h,-2.4521953201566,-2.4521953201566,-2.4521953201566,0,0,0,0,zero
aialnative,Race,LC1 historical production,LC1,historical production,changing prices,American Indian or Alaska Native,0.00820535705280947,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",aialnative_forgone_wages_l,-0.219947487229506,-0.219947487229506,-0.219947487229506,0,0,0,0,zero
aialnative,Race,LC1 low exports,LC1,low exports,"",American Indian or Alaska Native,-0.68652858248236,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,Low demand - low exports,Low demand,"Low demand
Low exports",aialnative_sum_cost_2019_pv,486.473095714779,480.206496398489,474.566458818119,-6.26659931629001,-5.64003758037001,-1.28816976138885,-1.17450255726856,non_zero
aialnative,Race,LC1 low exports,LC1,low exports,"",American Indian or Alaska Native,-0.68652858248236,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,Low demand - low exports,Low demand,"Low demand
Low exports",aialnative_sum_cost_pv,537.08063450652,530.038981419622,523.819724651545,-7.04165308689801,-6.219256768077,-1.31109793101515,-1.1733583728917,non_zero
aialnative,Race,LC1 low exports,LC1,low exports,2020 prices,American Indian or Alaska Native,-0.68652858248236,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",aialnative_forgone_wages_h,-179.242404745268,-181.241050278222,-183.7324951387,-1.99864553295399,-2.491444860478,-1.11505172885533,-1.37465814541099,non_zero
aialnative,Race,LC1 low exports,LC1,low exports,2020 prices,American Indian or Alaska Native,-0.68652858248236,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",aialnative_forgone_wages_l,-14.8358292931193,-14.5180114058116,-14.2954425980219,0.317817887307699,0.222568807789701,2.14223203184941,1.53305298892799,non_zero
aialnative,Race,LC1 low exports,LC1,low exports,changing prices,American Indian or Alaska Native,-0.68652858248236,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",aialnative_forgone_wages_h,-237.075135285769,-239.78661464952,-243.016786238609,-2.71147936375101,-3.230171589089,-1.14372152966721,-1.3471025452402,non_zero
aialnative,Race,LC1 low exports,LC1,low exports,changing prices,American Indian or Alaska Native,-0.68652858248236,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",aialnative_forgone_wages_l,-21.357140998504,-21.0035329304981,-20.795525065652,0.353608068005901,0.208007864846099,1.65569009461833,0.990347031303777,non_zero
asian,Race,BAU historical exports,BAU,historical exports,"",Asian,-0.168394679004793,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",asian_sum_cost_2019_pv,417.944575639986,417.944575639986,419.355043896506,0,1.41046825652001,0,0.337477344779555,non_zero
asian,Race,BAU historical exports,BAU,historical exports,"",Asian,-0.168394679004793,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",asian_sum_cost_pv,456.844885770456,456.844885770456,458.442253225667,0,1.59736745521099,0,0.34965203835369,non_zero
asian,Race,BAU historical exports,BAU,historical exports,2020 prices,Asian,-0.168394679004793,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",asian_forgone_wages_h,-99.0214663417428,-99.0214663417428,-98.6641782136077,0,0.357288128135096,0,0.36081886214654,non_zero
asian,Race,BAU historical exports,BAU,historical exports,2020 prices,Asian,-0.168394679004793,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",asian_forgone_wages_l,-6.99222864798003,-6.99222864798003,-6.49050168461422,0,0.501726963365811,0,7.17549423259712,non_zero
asian,Race,BAU historical exports,BAU,historical exports,changing prices,Asian,-0.168394679004793,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",asian_forgone_wages_h,-126.81608489621,-126.81608489621,-126.29303705388,0,0.523047842330001,0,0.412445978566582,non_zero
asian,Race,BAU historical exports,BAU,historical exports,changing prices,Asian,-0.168394679004793,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",asian_forgone_wages_l,-9.81362958094751,-9.81362958094751,-9.11762665916043,0,0.696002921787079,0,7.09220697649238,non_zero
asian,Race,BAU historical production,BAU,historical production,"",Asian,0.00549319314029759,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical production,BAU demand,"BAU demand
Historical production",asian_sum_cost_2019_pv,0,0,0,0,0,,,zero
asian,Race,BAU historical production,BAU,historical production,"",Asian,0.00549319314029759,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical production,BAU demand,"BAU demand
Historical production",asian_sum_cost_pv,0,0,0,0,0,,,zero
asian,Race,BAU historical production,BAU,historical production,2020 prices,Asian,0.00549319314029759,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",asian_forgone_wages_h,0,0,0,0,0,,,zero
asian,Race,BAU historical production,BAU,historical production,2020 prices,Asian,0.00549319314029759,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",asian_forgone_wages_l,0,0,0,0,0,,,zero
asian,Race,BAU historical production,BAU,historical production,changing prices,Asian,0.00549319314029759,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",asian_forgone_wages_h,0,0,0,0,0,,,zero
asian,Race,BAU historical production,BAU,historical production,changing prices,Asian,0.00549319314029759,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical production,BAU demand,"BAU demand
Historical production",asian_forgone_wages_l,0,0,0,0,0,,,zero
asian,Race,BAU low exports,BAU,low exports,"",Asian,-0.304254909976136,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,BAU demand - low exports,BAU demand,"BAU demand
Low exports",asian_sum_cost_2019_pv,613.187758701287,614.481221700364,621.427222399582,1.29346299907706,6.94600069921796,0.210940773151861,1.13038453477835,non_zero
asian,Race,BAU low exports,BAU,low exports,"",Asian,-0.304254909976136,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,BAU demand - low exports,BAU demand,"BAU demand
Low exports",asian_sum_cost_pv,670.933938667495,672.414145048281,680.181832646319,1.48020638078594,7.76768759803804,0.220618796498162,1.15519396122762,non_zero
asian,Race,BAU low exports,BAU,low exports,2020 prices,Asian,-0.304254909976136,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",asian_forgone_wages_h,-162.356654967609,-161.926338907718,-159.70309943387,0.430316059890998,2.223239473848,0.265043684212913,1.37299434350518,non_zero
asian,Race,BAU low exports,BAU,low exports,2020 prices,Asian,-0.304254909976136,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",asian_forgone_wages_l,-11.7277789618612,-11.3057369139731,-10.8024232548452,0.4220420478881,0.503313659127899,3.59865281619464,4.45184301525572,non_zero
asian,Race,BAU low exports,BAU,low exports,changing prices,Asian,-0.304254909976136,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",asian_forgone_wages_h,-208.339926544345,-207.708768748494,-204.76609359318,0.631157795850982,2.94267515531402,0.302946154546445,1.41673130751508,non_zero
asian,Race,BAU low exports,BAU,low exports,changing prices,Asian,-0.304254909976136,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - low exports,BAU demand,"BAU demand
Low exports",asian_forgone_wages_l,-16.4822449649664,-15.8865023734118,-15.2603421017972,0.595742591554602,0.6261602716146,3.61445053644618,3.94146085083249,non_zero
asian,Race,LC1 historical exports,LC1,historical exports,"",Asian,-0.550668351511017,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical exports,Low demand,"Low demand
Historical exports",asian_sum_cost_2019_pv,783.244206397899,773.937032961526,772.195583947383,-9.30717343637298,-1.74144901414297,-1.18828500234636,-0.225011718004912,non_zero
asian,Race,LC1 historical exports,LC1,historical exports,"",Asian,-0.550668351511017,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical exports,Low demand,"Low demand
Historical exports",asian_sum_cost_pv,865.334026042856,854.572392339437,852.484770783307,-10.761633703419,-2.08762155612999,-1.2436392629366,-0.244288438854784,non_zero
asian,Race,LC1 historical exports,LC1,historical exports,2020 prices,Asian,-0.550668351511017,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",asian_forgone_wages_h,-209.409728429373,-207.435774726415,-205.676013630524,1.973953702958,1.75976109589098,0.942627507214283,0.848340214320269,non_zero
asian,Race,LC1 historical exports,LC1,historical exports,2020 prices,Asian,-0.550668351511017,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",asian_forgone_wages_l,-18.0101581591514,-16.9481234545716,-16.666999332524,1.0620347045798,0.281124122047601,5.89686495362703,1.65873303201464,non_zero
asian,Race,LC1 historical exports,LC1,historical exports,changing prices,Asian,-0.550668351511017,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",asian_forgone_wages_h,-277.131446187374,-274.387178405836,-272.059989706188,2.74426778153804,2.32718869964799,0.99024048670485,0.848140468213107,non_zero
asian,Race,LC1 historical exports,LC1,historical exports,changing prices,Asian,-0.550668351511017,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical exports,Low demand,"Low demand
Historical exports",asian_forgone_wages_l,-25.8261029222858,-24.3484579565577,-24.041733104229,1.4776449657281,0.306724852328699,5.72151737400928,1.25973009410269,non_zero
asian,Race,LC1 historical production,LC1,historical production,"",Asian,0.00820535705280947,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical production,Low demand,"Low demand
Historical production",asian_sum_cost_2019_pv,-2.40745673078906,-2.40745673078906,-2.40745673078906,0,0,0,0,zero
asian,Race,LC1 historical production,LC1,historical production,"",Asian,0.00820535705280947,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,Low demand - historical production,Low demand,"Low demand
Historical production",asian_sum_cost_pv,-2.72738381451166,-2.72738381451166,-2.72738381451166,0,0,0,0,zero
asian,Race,LC1 historical production,LC1,historical production,2020 prices,Asian,0.00820535705280947,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",asian_forgone_wages_h,-3.08768189917792,-3.08768189917792,-3.08768189917792,0,0,0,0,zero
asian,Race,LC1 historical production,LC1,historical production,2020 prices,Asian,0.00820535705280947,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",asian_forgone_wages_l,-0.279504386074835,-0.279504386074835,-0.279504386074835,0,0,0,0,zero
asian,Race,LC1 historical production,LC1,historical production,changing prices,Asian,0.00820535705280947,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",asian_forgone_wages_h,-3.74901704585878,-3.74901704585878,-3.74901704585878,0,0,0,0,zero
asian,Race,LC1 historical production,LC1,historical production,changing prices,Asian,0.00820535705280947,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - historical production,Low demand,"Low demand
Historical production",asian_forgone_wages_l,-0.362158420796682,-0.362158420796682,-0.362158420796682,0,0,0,0,zero
asian,Race,LC1 low exports,LC1,low exports,"",Asian,-0.68652858248236,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,Low demand - low exports,Low demand,"Low demand
Low exports",asian_sum_cost_2019_pv,956.668391901024,943.192120572454,933.363798395987,-13.4762713285701,-9.82832217646694,-1.40866693649102,-1.04202759566119,non_zero
asian,Race,LC1 low exports,LC1,low exports,"",Asian,-0.68652858248236,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,Low demand - low exports,Low demand,"Low demand
Low exports",asian_sum_cost_pv,1054.40298121454,1039.14940330754,1028.19900390507,-15.2535779069999,-10.9503994024701,-1.44665542290384,-1.05378489056682,non_zero
asian,Race,LC1 low exports,LC1,low exports,2020 prices,Asian,-0.68652858248236,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",asian_forgone_wages_h,-270.562798325134,-268.252818154692,-265.91873049239,2.30998017044197,2.33408766230201,0.85376858339042,0.870107415220527,non_zero
asian,Race,LC1 low exports,LC1,low exports,2020 prices,Asian,-0.68652858248236,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",asian_forgone_wages_l,-21.6076992866119,-21.1413571331247,-20.8173702084609,0.466342153487201,0.323986924663799,2.15822215637805,1.53247931352605,non_zero
asian,Race,LC1 low exports,LC1,low exports,changing prices,Asian,-0.68652858248236,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",asian_forgone_wages_h,-355.550675715506,-352.412919854293,-349.390404532888,3.13775586121295,3.02251532140502,0.882505947963274,0.857663028544668,non_zero
asian,Race,LC1 low exports,LC1,low exports,changing prices,Asian,-0.68652858248236,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),Low demand - low exports,Low demand,"Low demand
Low exports",asian_forgone_wages_l,-30.9155604794128,-30.3646007589587,-30.0150033809051,0.550959720454099,0.349597378053602,1.78214372280584,1.1513320422975,non_zero
black,Race,BAU historical exports,BAU,historical exports,"",Black,-0.168394679004793,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",black_sum_cost_2019_pv,670.951438114185,670.951438114185,606.436904325069,0,-64.5145337891159,0,-9.6153805065899,non_zero
black,Race,BAU historical exports,BAU,historical exports,"",Black,-0.168394679004793,sum_cost_pv,health,USD (annual VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",black_sum_cost_pv,732.924760493952,732.924760493952,660.772311692841,0,-72.1524488011111,0,-9.84445507782875,non_zero
black,Race,BAU historical exports,BAU,historical exports,2020 prices,Black,-0.168394679004793,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",black_forgone_wages_h,-118.485480666976,-118.485480666976,-115.859058442151,0,2.62642222482501,0,2.21666166186811,non_zero
black,Race,BAU historical exports,BAU,historical exports,2020 prices,Black,-0.168394679004793,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",black_forgone_wages_l,-8.55809886506422,-8.55809886506422,-7.89095278785896,0,0.667146077205261,0,7.79549392597785,non_zero
black,Race,BAU historical exports,BAU,historical exports,changing prices,Black,-0.168394679004793,forgone_wages_h,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",black_forgone_wages_h,-152.007055557902,-152.007055557902,-148.466672082825,0,3.54038347507699,0,2.32909154254909,non_zero
black,Race,BAU historical exports,BAU,historical exports,changing prices,Black,-0.168394679004793,forgone_wages_l,labor,USD,forgone_wages,Labor: forgone compensation (direct impact only),BAU demand - historical exports,BAU demand,"BAU demand
Historical exports",black_forgone_wages_l,-12.0355316511064,-12.0355316511064,-11.112527020197,0,0.9230046309094,0,7.66899757871976,non_zero
black,Race,BAU historical production,BAU,historical production,"",Black,0.00549319314029759,sum_cost_2019_pv,health,USD (2019 VSL),avoided_health_cost,Health: avoided mortality,BAU demand - historical production,BAU demand,"BAU demand
Historical production",black_sum_cost_2019_pv,0,0,0,0,0,,,zero
